data,question,answer
2018.10.04. ," 안녕하세요 저는 중학생입니다. 호주나 캐나다 쪽으로 유학을 생각하고 있는데, 의지할 사람도 없을 것 같고 서로 도움이 되기 위해서 친구와 같이 유학을 가고 싶어요. 저희... "," 답변 그래서 결론적으로 유학을 가려는 학생이 초등학생, 중학생이다 그러면 공립을 가는 것이 좋습니다. 어린 나이에는 국제학교에서 케네디언 스타일의 다양한 경험을 해... "
2013.10.14. , 안녕하세욯ㅎ 중학생 첫날에대해 질문할게요~ 1. 요즘엔 범생이고 나발이고 치마 안쭐이면 찐따래용 한 몇센치 줄여요? 보통 다들몇센치~? 2. 중학교 첫날에 교복입나요? 3.... , 답변 중학생때 체육복은 어디서 사요? 교복 사는 매장에서 같이 사면 됩니다. 왠만하면 교복이랑 체육복이랑 한곳에서 같이 사요. 5. 첫날때 해도되는 티안나는 화장 알려주세요... 
2006.01.23. , 제가 예비 중학생인데요. 오늘 중학교 배정 받았거든요? 일단 어디 중학교 갈건지는... 선생님들한테 걸려요??? 질문이 너무 많긴 하지만 너무 궁금해서요!! 꼭 부탁드릴게요!!! , 답변 저희 학교는 머리를 어떻게 해서든 어깨에 안 다면 됐었는데.. 저는 머리 잘랐거든요..ㅡㅡ 근데 제 친구들은 다 머리 넘더라구요..ㅡㅡ 저만 바보됐죠.. 근데 선배들때문에... 
2020.05.28. , 중학생인데 엄마 화장품 써도 될까요? 기능성 화장품이라 써있고 기기로 뿌리는 거에요 , 답변 화장품은 내 피부에 맞는 걸 써야되요 무작정 쓰면 안좋답니다 
2010.02.05. ," 그래서 중학생이 되면 다른애들이 좀 만만하게 볼것같아요. 사실 제가 내성적이기는 하나, 활발하거든요...(웃을땐 잘웃고,수다도 좀떨고 먹성도 많고...)그런데 욕도... "," 답변 저두 예비 중1 입니다 1. 제가 머리를 짧게 잘라서 고데기하는게 좋을까요, 묶는게 좋을까요,올리는게 좋을까요? (참고로 생머리이고 길이는 팔꿈치까지...머리를 푸니까... "
2012.01.09. , 4.예비중학생 필수품(저 여자에요) 5.썸남 많이 만드는법(저 남자안밝혀요..그다지;;^^ㅋ) 6.중학생이 추천하는 중학교공부방법좀 ㅋ 이정도?만 질문드릴게요. 좀 많다..... , 답변 1. 식당에서 밥 먹습니다 2그냥 조용히 머리는짧게 교복은 길게 하고 인사 잘하면 맞지 않고 선배 말 잘들으면 친해짐 3.스마트 괜찮던데 4.거울 필기도구.가방.책(교양... 
2007.02.01. , 안녕하세요 2007년도 중학생올라가는 사람입니다~~ 신입생이라그런지 궁금한게많네요 길지만 끝까지 답해주세요 ㅜㅜ 감사내공 드려요 1.초등학교 졸업식날 꼭부모님이... ," 답변 나도 10대였으면 좋겠네요 ㅎ 기대대죠? 떨리기도 할테고 , 초등학교와 중학교는 마니 다르니깐,,,, 열심히 해보세요 ^^답변 드릴께요 1.초등학교 졸업식날 꼭부모님이... "
2017.02.13. , 몇가지 질문에 답해주세요!! 1.과외는 어떻게 알아내요? 엄마가 다른엄마들이랑 친하지않아서 잘 모르겠네요 2.보통 중학생은 과외비가 얼마정도하죠?? 3.윤선생이... , 답변 간단한 질문에 답을 주면요 1.과외는 어떻게 알아내요? 엄마가 다른엄마들이랑... 보통 중학생은 과외비가 얼마정도하죠?? 월10대~30대선입니다 3.윤선생이 나을까요... 
2020.07.12. ," 올해 중학생입니다. 미술을 배우고 싶은데, 제가 직업으로 하려는 그 입시 미술이... 혹시 강남이나 대치쪽에 기초부터 가르쳐주는 중학생 취미반 있는 미술학원 있나요? 제가... "," 답변 ★질문★ 중학생 취미로 하는 미술 올해 중학생입니다. 미술을 배우고 싶은데, 제가 직업으로 하려는 그 입시 미술이 아니고 그냥 취미로 하는 미술이거든요? 혹시... "
2017.09.17. , 중학생인데 혹시 아파트 공동투자가뭔지아시는분있나요? 제가 아직건축(?)안됀 아파트... 궁금해서 질문합니다 그거 하면 뭐 나중에 집이 지어지면 이득되는부분이있나요??... , 답변 공동투자란 한사람이 부동산을 매입하기는 돈이 부족하고 여러사람이 나눠서 형편되는 대로 투자를 하여 이득이 나면 투자한 비율대로 이익금을 나눠서 가지는 구조입니다 
2012.01.26. ," 질문2 : 중학생 형들한테 물건을 뺏기거나 다른사람에게 도둑맞으면 어떻하죠? 질문3 : 이것은 학교생활이 아닌데 중학생들어갈때 가방, 신발 추천좀요..~ 다른 이상한 글... ", 답변 전중3입니다.저도질문자님 처럼 예전에 초6끝나고 중1생활어떨까걱정많이했습니다. 하지만 걱정과달리 괜찮은편입니다. 1.저도 살이있는 편이지만 친구들한테 놀림은... 
2020.03.20. ," 16살 중학생입니다. 제가 시력이 -4,-5 정도로 굉장히 나쁜편입니다. 아무튼 제가 빛을 보면 빛번짐? 달무리? 같은게 생기고 안경을 벗으면 사물이 겹쳐보이고 두통이나... ", 답변 안녕하세요~ 자세한 사항은 다이렉트라식 https://directlasik.com/ 다이렉트라식 시력교정의 모든 과정을 직접 선택하세요 directlasik.com 에서 무료로 상담... 
2005.03.02. , 내일 입학을 하는데요 몇가지 질문좀 드릴게요. 1.입학식날 가방 메고 가는건가요? 2.... 중학생 때는 있어 봤자 별 필요없다구 생각하는데.. 선배님들 꼭 답변해주세요 ~ , 답변 1. 입학식날 당연히 가방 가져 가야죠^^ 학교에서 나눠주는것 들도 있을것이고 2. 실내화는 초등학교때 신던 흰색 실내화말고~ 중학교때는 슬리퍼를 실내화로... 
2020.05.28. , 중학생인데 엄마 화장품 써도 될까요? 기능성 화장품이라 써있고 기기로 뿌리는 거에요 , 답변 엄마 화장품이면 순한거라 학생이 써도 상관없어요~ 근데 기능성 화장품은 보통 녹용이나 한방제품들이 많아서 조금씩 발라보고 다음날 트러블 나면 바로 쓰지 말아야 됩니다~ 
2012.03.21. , 중학생되면 몇시까지학교가야되나요? 다다르긴한데 평균적으로) 2. 중학생되면 몇교시까지잇나요 1교시 : 몇시~몇시 이렇게 3. 야자 꼭 해야되나요?야자 빼먹으면... , 답변 답변입니다. 답변 1 - 대게 8:00 이후 부터 8:50 안으로 등교 하실 것입니다. 답변 2 - 최대 7~8교시 까지 있습니다. 대부분 7교시가 마지막 입니다. 답변 3 - 중학교... 
2006.02.28. ," 안녕하세요?호호홍 21세기를창조하는예비중학생입니다ㅇㅈㄹ... 좋은대학을목표로....코피터지게공부할겁니다^0^ 그러니까....제가앞으로질문하려는것에 ""공부나해라... "," 답변 1. 중학교가서예쁘면잘나갈가능성이높나요? 절때 이쁘다고해서 잘나간다는.. 그런건 없읍니다 ^,^ 이쁜건 부모님이 주신 선물인데 이쁜걸 고맙게 생각하세요 ^,^ 2.... "
2019.07.01. , 중학생 m탈모 질문 제가 지금 중학생인데요.. 탈모초기증상인거 같아서 질문 드립니다 머리에 선은 투블럭이라서 그런거구요.. 사진보시면 원래 저기도 풍성했는데 빠지기... ," 답변 안녕하세요. 기능성 탈모샴푸 전문 브랜드, 닥터방기원입니다. 탈모가 고민된다면, 병원에 가셔서 정확하게 진단을 받고, 관리를 시작하세요. 탈모는 초기에... "
2014.06.26. , 안녕하세요^^ 중학생 유학 질문좀 드려볼려구요 현재 중3인데요..너무 늦지는 않았을까요? 솔직히 어느 나라로 가야할지 고민도 많이 되고 있구요.. 얼마전에 캐나다... ," 답변 안녕하세요.^^ 중학생 유학 관련 질문을 주셨네요. 우선, 현재 유학을 갈려는 나라로 권장을 해드린다면 캐나다쪽과 중국쪽을 권장해드리고 싶네요. 현재 중국의 경우 굉장히... "
2012.09.25. , 저는 내년에 중학생이 되는 6학년 입니다 전 요즘 왕따니 해서... 무섭고 친하고 아는 중학생 언니들도 없어서... 중학생이 되면 무슨 가방을 가지고 다니면 안 찍힐까요?... , 답변 제가 했던 경험이랑 비슷하시네요. 저도 6학년때 그런고민들 많이했어요. 제가 지금 중 1입니다. 그런 걱정 하실필요없어요. 저도 그런고민하다가 지금 중학교에서 제... 
2005.02.07. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... , 답변 도움이 될지는 모르겠으나 몇가지 답해드릴순 있을듯 정발중이란 학교를 안나와서 모르겠지만 학교 마다 시험문제는 비슷할듯 하네요 다른 학교에서 시험 문제를 되게... 
2006.10.28. , 중학생 언니 들만 봐요~!1 제가이번에 1년만 있으면 중학교를 들어가거든요 그래서 말인데요 제가 묻는 질문에 답변을 해주세요 질문 들어 살께요 1.중학생 머리 길이는?... , 답변 뭐? ) 1.중학생 머리 길이는? 그냥 단발에서 울프 정도?? 저는 묶고 다님. 규율이... 16.님들아 죄송 합니다 질문 여기 까지 입니다.내공35겁니다 아. 네. 뭐... 
2009.12.27. , 2010년 중학생되는 여학생인데요.. 궁금한점이많아서요. 만화같은데보면 학교에서 일반인들 출입하게하고 가게도열고그러던데 정말하나요? 중학교 신체검사 초등학교랑... , 답변 안녕하세요^^ 이제 졸업하는 중3여자입니다 궁금한게 많으시군요 1. 만화같은데보면 학교에서 일반인들 출입하게하고 가게도열고그러던데 정말하나요? 일반인들... 
2020.04.23. , 오타나도 가만하고 들어주세요 요즘 중학생 많이입느그거요 바진데 아니... 나팔바지 같이 생겨가지고 교복 하얀블라수스에 위에는 맨투맨이랑 같이 입는거요 나팔바지 같이... , 답변 https://smartstore.naver.com/sloganmall 와이드한 핏의 바지를 찾으시나봐요 ! 한번 구경오세요 ! 
2007.12.27. , 질문하겠습니당 ㅠㅠㅠㅠㅠ 1. 중학생때 교복을사잖아요. 제일 좋은 매장이 어디일까요? 2 . 중학생때 사복 입을일이 많아요???? 3. 제가머리 길이가 어깨 좀 내려오는데... ," 답변 1.스마트가좋아요★ 2. 적당해요! 사립은더많구요 3. 보브컷 , 초코송이머리 , 단발두 괜찮구요! 신입생이시니까 너무튀면 안돼요 ㅠ^ㅠ 4. 키플링 디키즈 티니위니 여중은여... "
2010.03.14. , 안녕하세요 이번에 중학생이 되는 남자입니다. 다름아니라 제가 6학년때 좋아했던 여자가 있는데요 또 같은학교 같은반이 되었거든요... 그런데 저희 중학교에 저희초등학교... , 답변 남녀공학이신것 같은데 남녀공학은 남자여자의 구분이 없죠. 그냥 저스트프렌드 아님 말도 안하죠. 그러니 친밀도를 계속 유지하세요!! 여자라고 해서 구지 말을 잘하는... 
2010.01.05. , 예비중학생인데여ㅋ 중학교 올라가는거에 대해서 좀 물어볼께여 1. 교복 처음갔을때부터 교복줄이면 언니들한테 찍히나여? 그렇게 많이줄이는건아니고 그냥 좀 보통애들이... ," 답변 안녕하세요 ㅎㅎ 전 지금 중2인 여학생입니다 저두 2년전에 그런 고민 많이 했죠 근데 시간이 지나니깐 자연스럽게 되여 ㅎㅎ 아 쓸떼없는 얘기는 이쯤 하구욧,,, 1.교복... "
2020.06.19. ," 중학생 1학년이고 알바해서 100만원 정도 벌었는데요 이 돈으로 구찌, 발렌시아가 같은 곳 명품 사도 될까요? 부모님 허락은 맡았어요 ", 답변 왜 안됨? 
2006.01.23. , 제가 예비 중학생인데요. 오늘 중학교 배정 받았거든요? 일단 어디 중학교 갈건지는... 선생님들한테 걸려요??? 질문이 너무 많긴 하지만 너무 궁금해서요!! 꼭 부탁드릴게요!!! , 답변 질문자님꼐서 부모님과 여유있으실때. 부모님과 데이트겸 교복사러가시면 좋을듯하네요 ^^ 교복점은 거기서 거기이지만 제생각으론 스마트가 색깔과 디자인이 괞찮은거... 
2017.01.02. , 여자 예비중인데여...제가 갈학교는 개학전날에 모이고그런다고는 안해서....뭐가필요한지뭘어떻해하는지잘몰라요ㅠㅠㅠ 1.중학생 필수 용품 2.필기꼭해야하나요?.... ," 답변 안녕하세요^^이제 중2가 되는 여학생입니다ㅎㅎ 저도 처음 중학교 들어올때 긴장 많이 했었는데 그냥 별거 아닙니다 교과서 챙겨오시고 필기도구, 소량의 비닐파일 노트만... "
2007.11.26. , 아..저 내년에 중학생되는 예비중학생인데요. 임시소집일이 뭐에요? 또 반 배치고사 이런거 보나요? 내년부터 안본다는 말도 있던데.. 확실하게 알고 싶구요. 임시소집일날은... , 답변 저는 반배치고사 봤구요. 학교마다 보는 반배치고사 보는 곳도 있구 안보는 곳도 있어요. 거의 볼걸요? 성적엔 반영 안됩니다 임시소집일은 정식으로 학교 가기 전에 학교... 
2020.03.03. , 잘나오고 아무렇지 않게 잘 지내고 있습니다. 혹시 고환이 파열되면 1년이 지난 지금도 아프나요?? 자세히 아시는분이나 의사분들 답변좀 부탁드려요 참고로 중학생 입니다. , 답변 고환파열..대학생때 남자인 학우가 축구하다가 파열됫는데 진짜 입에 거품을 물더라구요..거의 반 기절수준이에요 걷지도 아무것도 하지도 못합니다. 3-4일 후... 
2007.09.25. , 아시는 분들은 아실거예요^^ 몇달 전만 해도 중학생이 되기 싫어서 몸부림을... 그리고 빨리 여자들만의 세상으로 가고 싶어요ㅎㅎ 그럼 질문 하겠습니다. 1. 현재 장림... , 답변 중학교는어디가는가 별루상관없어요 ㅋㅋㅋ 거기가서 어떻게하는야에 따라 달라지겠죠 ㅋㅋ 그리고 교복은 스쿨룩스가이쁜데 너무비싸요 ㅠㅠ 스마트도괜찬아요... 
2020.07.20. ," 해킹 공부가 처음인 중학생, 고등학생인데 화이트해커가 되려면 어떤 준비가... 우선인지 궁금한데요. 중학생 고등학생 화이트해커 준비방법 좀 알려주세요. 궁금합니다... "," 답변 중학생 고등학생 화이트해커 준비방법에 대해... 지금 나이가 중학생, 고등학생이라면 IT관련 공부와 내신... 중학생 고등학생 화이트해커 준비는 언제 시작을 하느냐가... "
2020.02.22. , 검정고시를 준비하는 귀여운 중학생인데요 중졸검정고시는 모든 문제가 다 객관식으로 나오나용 , 답변 [ 상단 이미지 클릭 시 1대1 무료상담 가능합니다 ] 안녕하세요. 검정고시 전문 학습멘토 학습설계사 설재훈입니다. 검정고시 관련 답변 도와드리겠습니다. 예전에는... 
2006.03.01. , 2006년3월2일에입학하는 예비중학생인데요^^ 1. 제가 키가 150 쫌 안되는데요..... 또 좋은 친구를 구별(?) 할수 있는 방법도 알려주세요^^ 이상 저의 질문이었습니다^_^♡ , 답변 1. 치마길이가 길으시다니 접어서 입으셔도 표는 별로 안날꺼에요... 돈이 있으시다면 수선하시는 쪽을 추천! 2.학용품은 초등학생때 쓰시던거 쓰셔도 될것 같구... 펜은... 
2020.08.22. ," 내년에 중학생이 되는데, 중학생 시험 난이도가 궁금해요. 개인마다 느끼는게 다르겠지만, 개인적인 난이도 알려주시면 감사하겠습니다. + 중1 1학기 수학 시험 공부하는... ", 답변 초등 학생이면 엘리하이 추천드립니다 . 중등과정까지 선행 할수 있어서 많은 초등 고학년 친구들이 듣고 있는 인강이에요 아래참고하시고 도움받아보시면 좋을듯... 
2009.12.12. ," 이제 곧 중학생이 되는데 궁금한게 있어서요. 생긴지 얼마 안 된 학교라서, 시설도 끝내주게 좋다네요 ㅎㅎ 근데 제가 전에 다니던 학교에서 이사를 왔거든요 ? 근데 이사... ", 답변 안녕하세요 ^^ 답변해드립니다 ㅋㅋ 1. 교복어디것이 좋아요 ? -저는 엄마가 맞춤교복 사입혔습니다 ㅜㅜ 그게 더 편하기도 하구요 ㅋㅋ 애들은 걍 지가 좋아하는거 입습니다... 
2019.05.01. , 영어 질문 중학생 영알못 질문입니다. 선생님께서 공부하라고 주신 학습지? 에 있는 문제인데요. My school [ends usually/usually ends] around 2p.m. 이라는 건데 그냥... ," 답변 꾸며주는 말인 부사는 일반적으로 be동사 뒤, 조동사 뒤, 일반동사 앞에 위치해요. (비조뒤 일앞 외우셔야 해요) 그래서 ends 일반동사 앞에 usually가 위치해야 합니다. "
2009.02.28. ," 안녕하세요, 질문 제목처럼 예비중학생입니다^_^ 다름이 아니라 공부하는 문제도 그렇고 여러가지로 궁금한 게 많아서요^_^ 그럼 바로 질문 들어가겠습니다. 1 ) 예비... "," 답변 1 ) 예비 중학생인데, 학원을 안다녀요. 친구들은 겨울방학 때, 봄 방학 때 열심히... 1학년 처음에 이렇게 했어요 다시한번 중학교 입학한거 축하해요 더많은 질문은 쪽지로 "
2005.09.30. ," 막 수학여행을 다녀온 예비중학생 , 초6입니다 ㅎ 아무튼 , 제가 묻고 싶은게 몇가지 있는데 , 답변좀 부탁드려요ㅇ.ㅇ!! (머리묶는 법도.) 1) 머리묶을때 , 다른애들은... "," 답변 1) 머리묶을때 , 다른애들은 옆머리 자연스럽게 내려오는데 , 저는 옆머리가 다길어서-0- ; 내려오질 않아요ㅜㅜ 옆머리 자연스럽게 내리려고 하는데.. 손으로 빼는 법 말고... "
2005.09.30. ," 막 수학여행을 다녀온 예비중학생 , 초6입니다 ㅎ 아무튼 , 제가 묻고 싶은게 몇가지 있는데 , 답변좀 부탁드려요ㅇ.ㅇ!! (머리묶는 법도.) 1) 머리묶을때 , 다른애들은... "," 답변 1) 머리묶을때 , 다른애들은 옆머리 자연스럽게 내려오는데 , 저는 옆머리가 다길어서-0- ; 내려오질 않아요ㅜㅜ 옆머리 자연스럽게 내리려고 하는데.. 손으로 빼는 법 말고... "
2012.01.17. , 안녕하세요 ㅎㅎ 이제 중학생이되는 예비중학생인데요 ~ 중학교 생활도 잘하고 싶어서 질문 드립니다. 1.중학교 1학년되서 한학기동안은 사복을입나요? 2.중학교 되면... , 답변 1. 왜 사복을 입습니까?? 교복 안입으면 벌점 받습니다 2. 강의를 듣거나 성교육등.. 방학중에 예비소집일에 나오면 됩니다. 3. 1365자원봉사 포털사이트에서 신청하면 됩니다.... 
2008.02.04. ," 1년후면 중학생이되는 초등학생인데요.(여자에요) 몇가지 걱정되는것과 궁금한게... 5.선배들이 막 후배들 잘 밟고 그러나요?ㅠㅠ 6.특별질문인데요, 그냥 매일 밥만... ", 답변 1)요즘 욕 안하는 사람 없죠.. 특히 학생들은.. 저도 입에 붙어서 --; 욕때문에 선배들 한테 밟히지 안습니다 안좋은 소문이 낫어도 왠만하면 다른 학교까지 잘 안나는데... 
2012.02.05. , 3/2일이 되면 중1이 되는 예비중학생입니다! 몇가지 질문이 있는데 성의껏 대답해주세요! 1.제가 158cm에 43kg인데 보통인가요? 통통한 편인가요? 2.패딩을 사려고 하는데... , 답변 1.마르신편이에요^^ 2.아디다스나이키다괜찮아요근데개인적으로나이키가괜찮은거같아요^^ 3.나이키꺼요 4.2월말쯤에그중학교홈페이지에들어가보면알수있어요 5.네.... 
2017.07.18. , 8정도 됍니다 거의90이죠 그래서 살이 많이 쪄 있는데 심장마비 올까봐 여름방학이라 빼려고 식단을 짜고 운동을 하면서 나만의비밀을 먹을까 하는데 중학생이 먹어도... , 답변 그런건 백날먹어도 소용없어요~ 금액에 구애 받지않고 드실수 있으면 연락주세요~ 다이어트는 물론이고 머리도 좋아져도 물론 숙면 취할수있구요 140여가지... 
2007.02.04. , 이제 중학생이 되는 여학생이랍니다. 대구 원화중 배정 받았고요. 질문 들어갑니다.ㅋㅋ ----------------------------------------------------------------------------- 1.신발이요..나이키... ," 답변 중학교 올라가신다구 걱정할거 하나두 없어요~^^ 말그대로 그냥 학교만 옮겨졌구 학교가는데 교복이라는 옷이 정해진것 뿐입니다.! 신발, 가방같은거 튀면어떻습니까!... "
2011.02.07. , 안녕하세요ㅇ 예비중학생뇬입니다ㅎㅎ<여자 제가 이번에 이사를 가서 제가 갈 중학교에 아는애들이 한명도 없어요ㅜㅜ 좀도와주세요~ (1)교복은 어느곳이 더 좋나요??... , 답변 우와 저보다 한살어리시네요 ~ㅋㅋ 아님고민 들어보니깐 저의 옛날이 생각나군요 음음. 님이랑 저랑 거의 상황이 비슷해요 ㅎㅎ 저도 이사와서 아는애 진짜 한명도... 
2009.08.30. , 안녕하세요^0^ 몇달후만되면중학생이되는 예비중학생6학년여자아이입니다! 근데.........제가.....물어볼게있어염 1.) 치마길이... ," 답변 아 ㅎㅎ 저도 예비중일땐 정말 두근데고,치마길이,다리털..이런거 디게신경썻죠 ㅎㅎ 답변들어가겠습니다 1.) 치마길이... "
2020.05.25. ," 알바에 관련하여 질문 드리려고 하는데요, 아래 질문에 답변 해주시면 감사하겠습니다. 1. 알바에 나이제한이 있나요? 2. 부모님 동의서 같은걸 받아야 하나요? 3. 중학생이... "," 답변 다만, 의무교육대상자(중학생까지)는 해당 조건에 부합하지 않아 아르바이트가 어렵습니다. 질문자님께서는 현재 만 14세일 것으로 보여져 중학교를 졸업한... "
2008.10.17. ," 안녕하세요 이제내년이면중학생이되는초등학생입니댜 ㅇ, ㅇ 이제중학생도되니깐궁금한것도많아지고걱정되는것도 디게마는데요 - 질문목록입니다 [복사해서답변해주셔요... ", 답변 1음님네는지원해서가는건가봐요? 저힌주소대로가는거라 ㅜ 해답: 음그학교를지원한사람이많으면거의못들어가죠100명이지원햇다하면님이걸릴확률은님의성적에따라다... 
2005.02.07. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... ," 답변 1)x 2)중학생이 되도 초등학생때와 바뀌는건 별로 없습니다. 교과서는 사물함에 넣던지, 책상밑 서랍에 넣던지, 상관 없어요 3)암기과목은 튼튼히 암기 하시구요... "
2008.09.09. ," 이제 한학기만 지나면 중학생이 되는 한 소녀입니다 제가 진짜 아무것도 모르거든요...... 1번질문이 제일 중요하구요 그다음에 3,4번 질문도 중요합니다. 그렇다고 다른질문... "," 답변 1. 뱅 추천. 일단 무난해서 좋고, 고데기만 잘 다루면 되니까요. 무난하게 싫으시다면 레이어드 컷 종류. 지금 살짝 통통이라고 하셨는데. 마르시든, 통통하시든 샤기는... "
2020.09.16. , 중학생 아이들이 딸만한 컴퓨터자격증 추천 좀 부탁할게요. 컴퓨터쪽으로 관심이 많고... 아니라 자격증까지 준비시키고 싶거든요. 중학생컴퓨터자격증 종류 좀 알려주세요. ," 답변 중학생컴퓨터자격증 질문에 답변드릴게요! 요즘 어린 학생들은 컴퓨터자격증을 취득하는 것에서만 그치지 않고 고등학교, 대학교까지 컴퓨터와 관련된 학교, 학과로... "
2009.12.03. , 1.중학생은 제일빨리 끝날때 몇시에 끝나 나요 ..?? 2.공부어렵죠 ..?? 여기까지 .. 답변해주세요 내공 10겁니다 원래100걸려고했는데 ... 질문이 2개밖에 않되서 ...... , 답변 1.뭐.. 학교 마다 어느 정도 차이는 잇습니다 하지만 대략 2:40~3:30 사이에는 왼만해서는 다 끝나요;; 2. 개인차가 잇습니다만은.. 확실히 초등학교에 비해서는 어렵습니다.... 
2011.01.20. ," 중학생되면서 궁금한것도 많아지고 사고싶은것도 많아지더라구여,, 그래서 좀 많이 질문할게여!!ㅎㅎ 1.신발추천!! 2.바막 무슨색이 좋을가요? 3.제가 집에서 완전... ", 답변 저두 이번에 중학생 되는데!!!! 일단 차근차근 답변부터... 6.중학생 된다고 이곳저곳에서 뭐사줄까? 하는데... 자갈치 머리도 귀여워요. 이상 예비중학생의 답변이었습니다. 
2008.02.22. ," 캔버스하이 바지:청바지 질문1:중학생이 차이나 다크브라운가죽자켓입어도 학생같나요? 질문2:중학생이 차이나 다크브라운 가죽자켓입으면 이상한가요? 도와주세요,,, ", 답변 조금 어른스럽게 입어보일려하지만 좀 그나이에 오버되는것 같네요 ^^ ; 키가좀 크고 나이들어보인다면 모르겟지만 아직 키도 작고 어려보이시는것 같아서 비추입니다... 
2007.11.24. , 맨 처음에 친구한테 어떻게 다가가야 하나요?( 좀 소심한 편) 5.예비중학생에게 충고/조언 부탁드립니다! 음...적은 내공+감사내공 드릴게요.. 부탁드립니다! # 질문에... , 답변 하하안뇽하세요예비중딩설레죠.당근설레죠~_~♥ 1.교복특수적으로안만들으셔도됩니다. 교복거의키작은사람도입으면키가커보여요>_<특히아이비클럽꺼.. 우후후... 
2020.09.16. , 중학생 아이들이 딸만한 컴퓨터자격증 추천 좀 부탁할게요. 컴퓨터쪽으로 관심이 많고... 아니라 자격증까지 준비시키고 싶거든요. 중학생컴퓨터자격증 종류 좀 알려주세요. ," 답변 중학생컴퓨터자격증 질문에 답변드릴게요! 요즘 어린 학생들은 컴퓨터자격증을 취득하는 것에서만 그치지 않고 고등학교, 대학교까지 컴퓨터와 관련된 학교, 학과로... "
2011.01.18. , 제가 중학생 돼서 자기주도학습으로 공부를 정말 잘 하고싶은데요 공부를 잘해서... 그럼 질문 드리겠습니다 ㅎ 1.제가 학원을 다니지 않고 오직 자기주도 학습으로만... , 답변 안녕하세요? 1번 제가 보게에는 전교1등은 아니더라도 자기주도학습이면 충분히 10등안에는 들어갈수 있습니다. 그래도 영어학원은 추천합니다. 2번 방학이 얼마... 
2005.02.08. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... , 답변 1) 제가 학생이였는데 어려운편이죠^^ 그런데 어려워도 잘하는사람은 잘하고 못하는사람은 못합니다 각자 노력의 차이죠! 음.. 한번은 쉽게 내고 한번은 어렵게 내고... 
2005.02.07. , ol번에 중학생이 되는 여학생입니다 > _<♡ 중학교는 정발중을 배정받았구요^^ 조금있으면 중학생이 되니까... (중학교 시험은 거기서 거기라고 말해주지마세요) 2)중학생이... ," 답변 1. 제가 정발중에 다니지는 않아서 모르겠지만. 시험은 학교 선생님들이 직접 문제를 내는거니깐, 수업만 잘 들으면 100점 ? 문제없습니다. 2. 사물함에 넣는사람도 있고... "
2012.01.12. , 안녕하세요?>< 올해중학교 올라가는데 교복에 친구 필구도구등등 정신이 없는데특히 중학교 교복이 맘에 걸려서그래요!! ㅠ 그래서 좀도와두세요 전키151에32인가;;;;;;... , 답변 하지만 풋풋한 중학생에게는 검은 긴 생머리가 어울리지 않을까요? ㅎㅎ... 친구들이 빌려달라고 할 때도 있고 갑자기 써야할 때도 있거든요.^^ 이제 중학생 되시는데... 
2007.05.13. , 바로 질문합니다 참고로 논술을 처음 접하는 중학생입니다 1)책을 읽고 논술을 할때 논술에 책 전체의 내용이 담겨 있어야 하나요? 그냥 책 내용중 확 와닿았거나 이건... , 답변 (중학생인거 충분히 감안해주세요) 책을 많이 읽으시길.... 신문도 빼 놓지 많고... ^^ 추가된 질문 (2007-05-12 22:05 추가) 질문 내용 추가합니다 ㅠ 제가 읽는 철학통조림... 
2007.11.08. ," 중학교올라가면 아무문제없나요 ㅠ? 10_조언한마디 빨간색은중요중요 아아아,죄송합니다질문이너무너무많나요 ㅠㅠ 내공많이걸어염 ", 답변 하하 무서운 세상이군요 언니라면 중학생? 별 신경쓰지마세요 앞으로 잘 하시고 10_조언한마디 열심히 하세요 한순간 한순간의 선택이 미래를 좌우할 수도 있어요 혹시... 
2007.12.30. , 질문하겠습니당 ㅠㅠㅠㅠㅠ 1. 중학생때 교복을사잖아요. 제일 좋은 매장이 어디일까요? 2 . 중학생때 사복 입을일이 많아요???? 3. 제가머리 길이가 어깨 좀 내려오는데... ," 답변 이런 컨버스화는 어떠세요? ""구찌 컨버스화"" 인데요 요즘에 새로 나와서 대박치는 상품이에요 ㅋㅋㅋ 옥션에서 ""구찌 컨버스화"" 라고 검색하면 나옵니다. 저도 하나 샀는데... "
2014.01.21. , 안녕 하세요 제가 이번에 중학생이되는데 궁금한게 많아서요 질문드릴게요 (참고로 여자이에요) 질문 1.중학교 입학식때 교복입죠? 교복입을 때 스타킹 검정색을 신어요? 2.... , 답변 1.교복은 필수이고 스타킹 색은 상관이없지만 속바지는 꼭입으시는걸 추천드릴게여 ㅎㅎ 2.아마 첫날수업은 대부분 자기소개나 그런걸로 정상수업은 잘안테니 필기도구나... 
